src,dest,EdgeType
65,347,Gene-Gene
87,88,Gene-Gene
88,87,Gene-Gene
107,108,Gene-Gene
108,107,Gene-Gene
110,111,Gene-Gene
110,112,Gene-Gene
111,110,Gene-Gene
111,112,Gene-Gene
112,110,Gene-Gene
112,111,Gene-Gene
150,432,Gene-Gene
179,185,Gene-Gene
185,179,Gene-Gene
228,232,Gene-Gene
228,233,Gene-Gene
231,232,Gene-Gene
231,233,Gene-Gene
232,228,Gene-Gene
232,231,Gene-Gene
233,228,Gene-Gene
233,231,Gene-Gene
347,65,Gene-Gene
432,150,Gene-Gene
